Formality,Informativeness,Sentence
4,4,"""This area is not real conducive to the occult,"" said the Rev. Adam Taubert, pastor of First Baptist Church in nearby Hoopeston, where the Witch School operated before moving to Rossville."
5,5,"""This attack was about street culture, and the need to change that mind-set,"" said Jay Leonhardy, a nationally recognized community organizer who heads Richmond's Youth Works, which steers at-risk kids into work and education programs."
5,5,"This field of scientific inquiry has grown by leaps and bounds since 2005, when Hurricane Katrina lashed the northern Gulf Coast and Massachusetts Institute of Technology hurricane scientist Kerry Emanuel published a paper linking climate change to more powerful hurricanes."
4,4,"This 'good bank', which will offer savings and mortgages, will also have branches on the High Street and will be sold to private owners as soon as possible."
5,5,"""This has been a big fight among Republicans over the past few weeks, with prominent Republicans such as Sarah Palin and Tim Pawlenty coming out in favor of the third-party candidate Hoffman, and Newt Gingrich supporting the GOP-backed Scozzafava."""
4,4,"""This hurts the work of all of us."""
5,5,This in a district in which Democrats have an 18-point advantage over Republicans in registered voters.
5,5,"""This investment is one our states are proud of, and was the right thing to do,"" wrote Kerry, Senator Paul Kirk, and a dozen other senators in a letter to Senate leaders."
3,3,"""This is a nonstarter,"" Erekat said."
4,4,"""This is a political issue that's going to be resolved politically."""
6,6,"This is expected to restore the independence of old names long buried in these vast institutions, including the TSB - formerly the Trustee Savings Bank - and the Cheltenham & Gloucester."
3,3,"""This is like a lot of schools, where most of the kids are good kids - and then, we know which ones are going wrong,"" said Charles Johnson, one of Richmond High's security specialists."
2,2,This is no Mississippi.
5,5,"""This is our kingdom, our home,"" said Mohammed al-Khalidy, an electrical engineer, standing in his garden, where ficus trees carved like deconstructed snowmen flank the street."
5,5,"""This is the first time that somebody in the high ranks told the inside story of the Chinese sports world,"" said Xu Jicheng, a prominent basketball commentator who was deputy director of media operations for Beijing Olympics organizing committee."
4,4,This is the the first time any Cuban official has found cause to complain about the US president's policy of relaxing travel restrictions.
4,4,"""This is where we have our relaxation,"" he said, speaking English."
6,6,"This month, Metzler has been piecing together documents relating to the life of Stefan Heym, a late German-Jewish writer who chose to live in the GDR but was frequently at odds with the regime and was spied on relentlessly."
5,5,"""This never happens. It's a vote of no confidence in the bargaining committee and a vote of no confidence in Ford,"" said Gary Chaison, a labor professor at Clark University in Worcester, Massachusetts."
4,4,"This season in particular, ""Mad Men"" has highlighted the difference between giving TV audiences a stock figure and giving them a more dimensional kid."
3,3,"This shift away from pigeonholing is at the heart of one of the season's best new shows, ""Glee."""
4,4,"""This stuff (the rape) is just not like Cody,"" said Rhonnie, who wore a button reading, ""Hands and words are not for hurting."""
5,5,This summer the Lords sought to change the law by authorising courts to start proceedings against companies paying ransoms without telling the British authorities.
3,3,"This time, the Irish had Washington State (1-7) buried by halftime."
3,3,"""This was a barbaric crime, and I find it hard to wrap my head around the fact that so many watched and didn't report it,"" Gagan said."
4,4,"""This was an attack not just against a union leader but against the work we do,"" said Norma Patino, an official with COCYP, an umbrella group of peasant and popular organizations."
5,5,"""This was China's internal affair and judicial sovereignty which allows no other country to interfere with."""
5,5,This was confirmed to TOI by the Chief Justice of India K G Balakrishnan.
3,3,"""This was not a gang thing. It was just a mob that got out of control. It was the older ones who led it all."""
5,5,"This was not the first time the churchgoing sophomore had hung out with the wrong crowd, said one educator who asked not to be named for fear of offending school district sensitivities."
3,3,"""Those boys who did what they did weren't picturing that girl as a human,"" she said."
4,4,"Those conflicts, including a widening armed rebellion in the north and a violent separatist movement in the south, in turn make it more difficult to address the water crisis in an organized way."
