Formality,Sentence
5,The EU president and high representative will not be appointed until the Lisbon treaty has been ratified.
4,"The eventual moratorium froze pending requests for a ""flying spaghetti monster"" display, a poem display sought by a Kansas church that slammed Santa Claus, a Jerry Seinfeld-inspired ""Festivus"" pole and others."
6,The event ushered in the end of Soviet communism and Germany's reunification.
5,"The exact catalyst for getting Jackson energized about his career again is unknown, but it almost certainly had to do with his dire financial straits."
2,The exchange rate has got very unfriendly towards foreigners (as Rouble is concerned is has lost 50% its value towards USD lately).
4,"The executive involved in the production said that Mr. Azenberg believed he could not justify continuing to spend his investors' money, or his own, on the two plays when he was skeptical that ticket sales would grow."
5,The executive spoke on condition of anonymity because the person was not authorized by all investors to provide the information.
3,The Facebook integration went live this weekand more social media applications will be added as the product evolves.
5,"""The fact is that the infrastructure of this fraud is still there. Almost 1.5 million votes were rigged. Nothing has changed,"" he told the BBC."
4,"The faithful were led to believe it would be the absolute last time they'd get to see their idol in concert and tickets, predictably, sold like hotcakes."
5,"The falls will be illuminated until midnight on May 1st, so, if all goes well with your flight, you should get to see that, too."
5,"The family always struck me as other-worldly and every year, without fail, they would decorate their home with spooky decor, flickering lights, realistic cobwebs, and even a few eerie characters hiding out waiting to scare unsuspecting young children such as myself."
3,The family last spoke to their son Wednesday by phone.
3,The fan doesn't turn on until the temperature gets up to 65C.
3,The fans who would follow you to the end of the world and purchase whatever you came out with.
3,The farmers have little choice: qat is the only way to make a profit.
4,"The farmers whom Montes represented often find themselves trapped in the drug war, with traffickers forcing them to work illicit crops."
4,The farmlands are beautiful.
4,The federal government far too often overreaches - and this looks like it's one of those times.
4,The Feisty release is really a bad one (much more than previous ones).
5,The few files that have so far been pieced together hold piquant details about life in the GDR.
4,The fields are east of LG near Fort Ann.
3,The fight might just move outdoors.
5,The file showed the extent to which Anderson betrayed fellow artists and dissidents.
3,The film is reproduced in 10s!!!
3,"The film's posters brag that it's Jackson ""like you've never seen him before,"" but Jackson himself would surely have been disappointed in the movie, no matter how artistically the rehearsal footage has been edited."
5,"The final race, basically a formality, is for a House seat from the 15th District, which includes Sunnyside and Goldendale."
4,"The final upgrade is in Florida, where Charlie Crist appears to be increasingly vulnerable to Marco Rubio, and where Rubio's momentum could pick up significantly if Doug Hoffman wins in NY-23 (or comes close enough to trigger a recount, etc.)"
5,The findings indicate that having lupus should not keep individuals from seeking a kidney transplant if they need one.
5,"The firm, which made national headlines when its co-founder Jeffrey Ubben became the chairman of Martha Stewart Living Omnimedia Inc, put Yee on administrative leave in April 2008."
4,"The firm will continue its ""Reed Smith University,"" which already offers 140 in-house courses."
5,"The first is Delaware, where Republican Representative Mike Castle has entered, probably to face off against Beau Biden."
3,The first item in this menu is Desktop.
4,"The first night on the ship, the women reserves stayed awake in their cramped bunks talking about where they found themselves and what was ahead, Petty Officer Rivera said."
4,"The first prize winner, with 2,309 votes, is Dennis C.'s equally well-rendered rendition of the Borderlands box art, which we've posted after the jump."
4,"The first time this occurred, I tried booting into recovery mode, which seemed to work around the issue."
4,The first two bodies were found Thursday night when police went to Sowell's home to arrest him on charges of felonious assault and rape.
3,"""The first two were just mixing up coverages and him not knowing which way I was coming. He didn't see me on the first two,"" Johnson said."
2,The fonts with Feisty installed OO2.2 look WAAAYYYY better than the fonts with the downloaded OO2.2.
4,The food was typical Polish and very good.
4,"The former civil servant said he had refused to declare the Royal Navy's Sea King Mk7 helicopters airworthy, but was overruled by superiors trying to save money."
