Informativeness,Sentence
Informative,"U.S. Secretary of State Hillary Rodham Clinton said Saturday that Israel is making ""unprecedented"" concessions on West Bank settlement construction - a position clearly at odds with the prevailing Palestinian view."
Informative,U.S. Senator Jim Webb held a landmark meeting with Burma's military leader Than Shwe in August.
Informative,"Usually immigration authorities don't look into a person's employment history when considering an application for citizenship, Adams said."
Informative,"""Usually you cannot fold your arms and get your house being carried away into the gullies,"" he said."
Informative,"ValueAct, a nine-year-old firm that invests roughly $3.5 billion in undervalued securities, said it has been cooperating with the SEC since the agency began probing Yee in 2008."
Informative,ValueAct owns roughly 3.5 million shares of ThomsonReuters.
Informative,ValueAct said it requires all employees to participate in rigorous training on how to handle non-public information and immediately told investors about the probe into Yee in 2008 and then wrote to them on Friday to detail the charges against him.
Informative,"Vaz said: ""As the country's top adviser on the issue, he is implying to many young people that cannabis is not particularly dangerous."""
Informative,"Victor Meza, who was Zelaya's interior minister and led the team negotiating on his behalf, said the last-minute U.S. intervention was crucial."
Informative,Village head Harrison Okoye describes the devastating effects of gully erosion.
Uninformative,Violence erupts almost daily.
Informative,"Voters in the 9th are choosing between Susan Fagan, public affairs director for a Pullman manufacturer and former aide to three U.S. senators from Idaho, and Pat Hailey, a farmer-rancher and school board member who is the widow of former legislator Steve Hailey."
Informative,"Voting in next week's Virginia and New Jersey governors' races will render a first judgment on Obama, who was sworn into office just over nine months ago in the midst of the worst recession since World War Two."
Uninformative,Wait.
Informative,"Wallechinsky noted, however, that if Yuan divulged how that happened, ""he would have to leave China immediately."""
Informative,"Wallechinsky, the author, said he is disappointed that Yuan's memoir does not go farther in spilling secrets of China's winning Olympic bid."
Informative,Wal-Mart has added upscale cookware lines from celebrities like Southern-cooking celebrity Paula Deen and created boutiques within the home department to feature merchandise out of the box.
Informative,"Wal-Mart is banking on more frequent visits from shoppers by offering a larger selection of beer, wine, bread, fresh-cut fruits, and other groceries, along with a larger pharmacy area with more privacy for consultations."
Informative,"""Wal-Mart is being aggressive in these challenging economic times, as they should. Consumers' behavior has changed - they shop for value more now than ever before and Wal-Mart's position is perfectly suited to this new consumer demand."""
Informative,Washington and most of the hemisphere's capitals had warned the de facto government that they would not recognize the results of the upcoming elections if the crisis continued to fester.
Informative,"Washington State beat SMU in overtime but hasn't been close any other week, losing by an average of 25 points."
